Gene	sgRNA	Vehicle|beta	Vehicle|z	Vehicle|p-value	Vehicle|fdr	Vehicle|wald-p-value	Vehicle|wald-fdr	APR|beta	APR|z	APR|p-value	APR|fdr	APR|wald-p-value	APR|wald-fdr
IFI16	4	0.034913	0.30191	0.85143	0.99121	0.76272	0.96884	0.13863	1.199	0.55355	0.9621	0.23053	0.76342
C11orf70	4	0.028	0.15249	0.87952	0.99121	0.8788	0.98277	0.27135	1.4781	0.2232	0.82936	0.13937	0.75718
FRMPD4	4	0.13552	1.0386	0.45997	0.94406	0.29899	0.95209	0.13254	1.0157	0.57374	0.96553	0.30977	0.7778
TM9SF3	4	-0.028702	-0.28491	0.88286	0.99184	0.77571	0.9719	-0.051311	-0.50929	0.7858	0.98912	0.61055	0.87119
MYF5	4	0.023266	0.090951	0.90031	0.99333	0.92753	0.99142	0.21941	0.85955	0.3311	0.90448	0.39004	0.80522
C11orf40	4	0.24901	1.618	0.16945	0.78707	0.10567	0.95209	-0.07209	-0.46827	0.71803	0.98372	0.63959	0.8813
NUTM1	4	0.21768	0.94858	0.22927	0.83798	0.34283	0.95209	0.25011	1.0898	0.26357	0.86476	0.27581	0.76981
PARP2	4	-0.0066391	-0.060236	0.97056	0.99782	0.95197	0.9949	-0.012789	-0.11601	0.91885	0.9983	0.90764	0.97427
FCER1G	4	0.082566	0.41083	0.65652	0.97443	0.6812	0.9605	-0.066175	-0.32858	0.73787	0.98514	0.74247	0.91978
C3orf38	4	-0.084958	-0.39516	0.66701	0.97443	0.69272	0.96074	-0.078643	-0.36572	0.6963	0.98295	0.71458	0.91029
CRLF1	4	0.14199	0.76272	0.43785	0.93584	0.44563	0.95209	0.14263	0.76602	0.54241	0.96014	0.44367	0.81856
RTP5	4	0.29414	0.81836	0.099692	0.64736	0.41315	0.95209	0.43502	1.2107	0.048429	0.46558	0.22599	0.76342
SEC23IP	4	0.31681	1.2922	0.077317	0.5819	0.19628	0.95209	0.29998	1.2233	0.17492	0.76517	0.22122	0.76209
CAMK1	4	-0.29543	-1.0153	0.18263	0.79628	0.30996	0.95209	-0.37598	-1.2861	0.13335	0.70706	0.1984	0.75718
SHOX	4	-0.19171	-1.2411	0.35511	0.91513	0.21456	0.95209	-0.21818	-1.412	0.34273	0.90798	0.15796	0.75718
controlguide648	1	0.281	0.55221	0.41383	0.9299	0.5808	0.953	0.33555	0.65941	0.40583	0.93142	0.50963	0.83775
NAA20	4	-1.7246	-2.8486	0	0	0.0043913	0.38728	-1.9151	-3.1603	0	0	0.001576	0.21563
ZNF280D	4	0.39933	1.2831	0.027347	0.34014	0.19945	0.95209	0.35528	1.1405	0.10904	0.6688	0.25407	0.76583
WIBG	4	0.026534	0.25728	0.88604	0.9922	0.79697	0.9735	0.028953	0.2807	0.93248	0.9983	0.77894	0.93214
ATP2C2	4	0.12736	0.84472	0.48697	0.94713	0.39827	0.95209	0.014059	0.093132	0.98707	0.9999	0.9258	0.97731
IWS1	4	-0.43117	-2.3118	0.072146	0.56284	0.020791	0.80178	-0.084827	-0.45517	0.67641	0.98042	0.64899	0.88403
ENO3	4	-0.15988	-0.58809	0.43228	0.93584	0.55647	0.953	-0.12407	-0.45626	0.56001	0.96267	0.6482	0.88397
controlguide845	1	0.21692	0.72068	0.53207	0.95726	0.47111	0.95209	-0.20299	-0.67439	0.66731	0.98028	0.50006	0.83409
LGALS13	4	0.189	1.1834	0.29758	0.88059	0.23663	0.95209	0.13753	0.86111	0.55743	0.96257	0.38918	0.80504
TNFRSF12A	4	0.036546	0.24041	0.84482	0.99121	0.81001	0.97566	0.039874	0.26211	0.89489	0.9969	0.79324	0.93585
OTOG	4	0.19494	0.85564	0.28113	0.87351	0.39219	0.95209	0.36837	1.6172	0.095565	0.63411	0.10584	0.75718
FAM160A1	4	0.18954	0.68317	0.29634	0.87983	0.4945	0.95281	0.32989	1.1899	0.13494	0.70917	0.23407	0.76342
OR2T34	4	-0.033668	-0.20352	0.86337	0.99121	0.83873	0.97987	0.23322	1.4113	0.30072	0.88589	0.15815	0.75718
FAM45A	4	0.011148	0.060498	0.95112	0.99635	0.95176	0.9949	0.27418	1.4902	0.21713	0.82183	0.13618	0.75718
SPRR2A	4	-0.40336	-1.8096	0.088156	0.61498	0.07036	0.95209	-0.36472	-1.636	0.1434	0.72154	0.10184	0.75718
DDX21	4	-0.61558	-0.91287	0.018695	0.26819	0.36131	0.95209	-0.14032	-0.21038	0.51541	0.95868	0.83337	0.94903
ASPA	4	0.11882	0.65904	0.51556	0.95138	0.50987	0.95281	0.16327	0.90552	0.4822	0.94865	0.36519	0.79752
MTA3	4	0.31067	1.0064	0.083333	0.6044	0.31423	0.95209	-0.084638	-0.27315	0.67701	0.98042	0.78474	0.93372
MMP1	4	-0.055783	-0.29761	0.7767	0.98773	0.766	0.96904	-0.096557	-0.51458	0.64041	0.97708	0.60685	0.8692
EMCN	4	-0.067707	-0.86292	0.732	0.98289	0.38818	0.95209	0.010452	0.13323	0.9999	0.9999	0.89401	0.97034
BTBD7	4	0.37988	1.0175	0.035302	0.39248	0.30892	0.95209	0.5013	1.3449	0.023319	0.31818	0.17865	0.75718
GID4	4	0.022589	0.083535	0.90309	0.99333	0.93343	0.99165	-0.1743	-0.63944	0.43442	0.93765	0.52253	0.84107
PDE6D	4	0.10139	0.39285	0.58085	0.96482	0.69443	0.96074	0.10509	0.40713	0.66483	0.98028	0.68391	0.89608
CTSA	4	-0.042206	-0.86447	0.82796	0.99079	0.38733	0.95209	0.0025044	0.051294	0.97156	0.99923	0.95909	0.9894
MGAT4A	4	-0.077371	-0.56789	0.6966	0.97883	0.57011	0.953	-0.26721	-1.9587	0.25915	0.86029	0.050148	0.75718
controlguide156	1	-0.067423	-1.0438	0.85059	0.99121	0.29659	0.95209	0.0022439	0.034737	0.99856	0.9999	0.97229	0.99331
SERPINE1	4	0.08888	0.24294	0.62923	0.96924	0.80805	0.97565	0.6097	1.667	0.0064638	0.13542	0.095513	0.75718
EVI2B	4	-0.0046317	-0.017836	0.97827	0.99782	0.98577	0.99908	-0.16463	-0.63241	0.45664	0.94484	0.52712	0.84227
ERVFRD-1	4	0.2234	1.0262	0.21644	0.82763	0.30479	0.95209	0.32605	1.4981	0.13977	0.71545	0.13411	0.75718
WDFY1	4	-0.49109	-2.2886	0.045843	0.45263	0.022101	0.80681	-0.28249	-1.3218	0.23633	0.84079	0.18623	0.75718
controlguide421	1	0.0034575	0.020894	0.99722	0.9998	0.98333	0.99846	0.15453	0.9338	0.72574	0.98372	0.35041	0.79589
AP5Z1	4	0.29818	0.95131	0.095267	0.63654	0.34145	0.95209	0.45053	1.4395	0.04107	0.42533	0.15001	0.75718
SIAH1	4	0.45279	1.1949	0.013574	0.21581	0.23211	0.95209	0.5669	1.4962	0.010143	0.18647	0.13459	0.75718
UBE3C	4	0.37607	0.97672	0.037341	0.40705	0.32871	0.95209	0.48834	1.2684	0.027098	0.3432	0.20466	0.76066
NUCB1	4	-0.084987	-0.42911	0.66701	0.97443	0.66784	0.9597	-0.087006	-0.43881	0.67054	0.98028	0.6608	0.88774
FASTKD3	4	0.08989	0.36599	0.62545	0.96918	0.71437	0.96291	0.30983	1.2617	0.16085	0.74752	0.20705	0.76078
BAHD1	4	-0.14337	-0.55654	0.47683	0.94713	0.57785	0.953	0.089066	0.34608	0.72037	0.98372	0.72928	0.91456
PDE6A	4	0.37559	1.2791	0.037689	0.4087	0.20088	0.95209	0.20532	0.69852	0.36471	0.91607	0.48485	0.82853
PPP1R42	4	0.0085501	0.040496	0.96256	0.99782	0.9677	0.99716	0.31311	1.4838	0.15603	0.73835	0.13787	0.75718
EMB	4	-0.18309	-1.0098	0.3743	0.91974	0.31259	0.95209	-0.25979	-1.4307	0.27133	0.87127	0.15253	0.75718
HYAL1	4	0.00073587	0.0049503	0.99786	0.9998	0.99605	0.9994	0.019653	0.13216	0.96654	0.99892	0.89486	0.9707
XRN1	4	-0.60741	-1.7188	0.01969	0.27751	0.085656	0.95209	-0.46529	-1.3184	0.075875	0.56919	0.18736	0.75718
SAMHD1	4	0.20723	0.98482	0.25214	0.85529	0.32471	0.95209	0.12727	0.60468	0.58935	0.96984	0.54539	0.84898
A4GALT	4	-0.026047	-0.10316	0.8923	0.99291	0.91784	0.99067	-0.24125	-0.95015	0.30067	0.88589	0.34204	0.79316
TAS2R42	4	0.15641	0.61645	0.39017	0.9255	0.5376	0.953	0.25116	0.99022	0.26119	0.86072	0.32207	0.78303
PHGR1	4	0.2249	1.0576	0.21301	0.82282	0.29024	0.95209	0.10575	0.49717	0.66254	0.98028	0.61907	0.87367
SPANXA2	4	0.10902	0.63031	0.55181	0.95932	0.52849	0.953	-0.072624	-0.41887	0.71599	0.98372	0.67531	0.89341
ADAM21	4	-0.018475	-0.15325	0.92383	0.99481	0.8782	0.98277	0.04039	0.33506	0.89355	0.99668	0.73758	0.91797
WDR76	4	-0.249	-0.77107	0.24577	0.85158	0.44066	0.95209	-0.20739	-0.64206	0.36426	0.91607	0.52083	0.84059
P4HA2	4	-0.10231	-0.86678	0.60417	0.966	0.38606	0.95209	0.15253	1.2942	0.51323	0.95868	0.1956	0.75718
ZNF761	4	-0.057444	-0.38381	0.77019	0.98637	0.70112	0.96074	-0.07813	-0.52154	0.69829	0.98368	0.60199	0.86814
ARMC4	4	-0.10153	-0.45392	0.60655	0.96614	0.64989	0.95703	0.29159	1.3041	0.18825	0.78678	0.19221	0.75718
USP30	4	0.17513	0.87448	0.33562	0.90555	0.38186	0.95209	0.024085	0.12024	0.95018	0.99892	0.90429	0.97377
SPINK1	4	0.039718	0.18956	0.83229	0.99121	0.84966	0.98124	0.0018861	0.0089998	0.96912	0.99892	0.99282	0.99799
CRIPT	4	0.34647	1.0221	0.053998	0.49274	0.30674	0.95209	0.44769	1.3214	0.042313	0.43308	0.18636	0.75718
PARP8	4	-0.13293	-0.45759	0.50766	0.95118	0.64725	0.95691	-0.07428	-0.25574	0.71122	0.98372	0.79815	0.93716
VIL1	4	-0.14686	-0.87529	0.46689	0.94406	0.38141	0.95209	-0.20157	-1.2011	0.37599	0.91949	0.22971	0.76342
DCAF17	4	0.12335	0.52715	0.49955	0.94839	0.59809	0.953	0.33956	1.4534	0.12455	0.69324	0.14612	0.75718
CGN	4	0.11719	1.9498	0.52158	0.95364	0.051195	0.95209	-0.042385	-0.70515	0.81757	0.99222	0.48072	0.82675
PHGDH	4	0.035356	0.18884	0.84949	0.99121	0.85022	0.98133	0.055184	0.29461	0.84348	0.99432	0.76829	0.92775
JAK2	4	0.0076501	0.065127	0.96624	0.99782	0.94807	0.99445	0.1405	1.1966	0.54768	0.96071	0.23146	0.76342
LRRIQ1	4	0.20619	0.92665	0.25477	0.85872	0.35411	0.95209	0.33828	1.5204	0.1255	0.69493	0.1284	0.75718
OR2V1	4	-0.17175	-1.1911	0.4025	0.92744	0.23361	0.95209	-0.058702	-0.40716	0.76104	0.98514	0.68389	0.89608
KCTD21	4	-0.12727	-0.84461	0.5266	0.95518	0.39833	0.95209	0.23276	1.5453	0.30146	0.88614	0.12226	0.75718
CRTC1	4	0.18954	0.90524	0.29634	0.87983	0.36534	0.95209	-0.024309	-0.11598	0.87773	0.99571	0.90767	0.97427
SIAE	4	0.017587	0.10068	0.92512	0.99513	0.91981	0.99133	0.095927	0.54928	0.6964	0.98295	0.58281	0.86172
controlguide202	1	0.00036075	0.0010568	0.99006	0.9986	0.99916	0.99979	-0.42279	-1.2386	0.42204	0.93422	0.21551	0.76098
ARHGAP6	4	0.067048	0.93438	0.72032	0.98178	0.35011	0.95209	-0.054419	-0.75823	0.77576	0.98822	0.44831	0.81965
C6orf226	4	0.20644	1.0084	0.25413	0.85755	0.31325	0.95209	-0.18108	-0.87814	0.4194	0.93422	0.37987	0.80024
FGF9	4	-0.11258	-0.55336	0.57259	0.96263	0.58002	0.953	-0.090066	-0.44231	0.6603	0.97993	0.65826	0.88731
PPIH	4	-0.38849	-1.1623	0.097603	0.64213	0.24511	0.95209	-0.81205	-2.3998	0.0079554	0.15826	0.016406	0.59917
COX6B2	4	-0.087637	-1.0681	0.65727	0.97443	0.28546	0.95209	0.0021812	0.026586	0.96992	0.99892	0.97879	0.995
HDX	4	0.19454	0.83605	0.28222	0.87396	0.40313	0.95209	-0.049291	-0.21103	0.79316	0.98994	0.83286	0.94897
POU5F1	4	-0.019398	-0.16615	0.9195	0.99405	0.86804	0.98277	-0.13976	-1.1951	0.51676	0.95926	0.23203	0.76342
GIMAP7	4	0.20015	1.3473	0.26875	0.86645	0.17788	0.95209	0.14686	0.98843	0.53023	0.95969	0.32294	0.78309
ZNF57	4	-0.13361	-0.82293	0.50552	0.94997	0.41055	0.95209	-0.065748	-0.40497	0.73936	0.98514	0.6855	0.89667
TRIM62	4	0.099919	0.87131	0.58736	0.96518	0.38359	0.95209	0.10747	0.93653	0.65603	0.97922	0.349	0.7958
IRF7	4	0.14698	0.92165	0.42079	0.93297	0.35671	0.95209	-0.029322	-0.18352	0.86128	0.99571	0.85439	0.95605
SH3RF3	4	0.10483	1.0322	0.56837	0.96156	0.30196	0.95209	-0.0053862	-0.052962	0.94277	0.99892	0.95776	0.98892
CCDC37	4	-0.23596	-1.008	0.26805	0.86645	0.31344	0.95209	0.0046983	0.020181	0.98031	0.9997	0.9839	0.99582
HS6ST2	4	-0.13351	-0.96414	0.50592	0.94997	0.33498	0.95209	-0.089947	-0.64956	0.66075	0.98003	0.51598	0.83872
FAM53C	4	-0.11497	-0.35275	0.56523	0.96113	0.72427	0.9654	-0.090055	-0.27599	0.66035	0.97993	0.78255	0.93351
ZNF213	4	-0.035309	-0.34025	0.85715	0.99121	0.73367	0.96644	-0.18694	-1.7974	0.40682	0.93142	0.072276	0.75718
AKR7A3	4	-0.15262	-1.2636	0.45202	0.94119	0.20638	0.95209	-0.11189	-0.92635	0.59576	0.97033	0.35427	0.79635
VN1R5	4	0.075384	0.54176	0.6871	0.97785	0.58798	0.953	-0.1977	-1.4195	0.38375	0.92301	0.15576	0.75718
DCXR	4	0.24164	1.1813	0.18198	0.79628	0.2375	0.95209	0.051928	0.2513	0.85556	0.99571	0.80158	0.93802
KRTAP4-5	4	-0.22816	-0.54666	0.28227	0.87396	0.58461	0.953	0.48547	1.1762	0.027894	0.34823	0.23951	0.76342
C12orf10	4	-0.032183	-0.2253	0.86888	0.99121	0.82174	0.97863	-0.069564	-0.48692	0.72688	0.98372	0.62631	0.87638
HMGN4	4	0.37283	1.3986	0.039529	0.42197	0.16193	0.95209	0.24741	0.92523	0.26909	0.86898	0.35485	0.79635
COMP	4	0.24811	0.67551	0.17064	0.78707	0.49935	0.95281	0.50446	1.3746	0.022524	0.31091	0.16927	0.75718
ALPK1	4	0.27947	1.4605	0.11898	0.69726	0.14416	0.95209	0.27796	1.4522	0.21042	0.81322	0.14644	0.75718
FAM198B	4	-0.16261	-1.6434	0.42532	0.93447	0.1003	0.95209	-0.16686	-1.6862	0.45222	0.9445	0.091753	0.75718
TIGD1	4	-0.36658	-1.5524	0.11267	0.67702	0.12056	0.95209	-0.29119	-1.2336	0.22395	0.83008	0.21735	0.76209
HERC6	4	0.013217	0.073534	0.94207	0.99564	0.94138	0.99298	0.023249	0.12931	0.95286	0.99892	0.89711	0.97125
XIAP	4	0.068996	0.338	0.71191	0.98112	0.73537	0.96644	0.015871	0.07773	0.98026	0.9997	0.93804	0.98164
ANP32D	4	0.092445	0.59448	0.6155	0.96848	0.55219	0.953	0.1167	0.75008	0.62455	0.97282	0.45321	0.82137
TULP3	4	0.12385	1.0272	0.49786	0.94811	0.30431	0.95209	0.18984	1.5747	0.40722	0.93142	0.11533	0.75718
NEUROG3	4	0.18953	0.85845	0.29634	0.87983	0.39064	0.95209	0.32765	1.4846	0.13798	0.71407	0.13766	0.75718
CDH16	4	0.045714	0.15229	0.80619	0.99079	0.87896	0.98277	0.207	0.69028	0.36013	0.91394	0.49002	0.83026
GAD2	4	0.0035221	0.030131	0.98618	0.99824	0.97596	0.99763	0.12601	1.0785	0.59392	0.97005	0.28083	0.76981
ETV1	4	-0.10124	-0.5058	0.6075	0.96614	0.613	0.95388	0.19122	0.95642	0.40384	0.93132	0.33886	0.79109
CHRNB1	4	-0.17078	-0.73518	0.40458	0.92816	0.46223	0.95209	0.049994	0.21527	0.86212	0.99571	0.82956	0.94796
LPAR6	4	0.12762	0.74124	0.48633	0.94713	0.45855	0.95209	0.12855	0.74645	0.58612	0.96973	0.4554	0.82137
DYNLT3	4	0.14773	1.0671	0.41791	0.93142	0.28595	0.95209	0.16932	1.223	0.46336	0.94552	0.22134	0.76209
C9orf3	4	0.19878	1.3339	0.27223	0.86742	0.18223	0.95209	0.04093	0.27425	0.89166	0.99668	0.7839	0.93372
CDRT1	4	0.043113	0.36309	0.81722	0.99079	0.71654	0.96291	0.19172	1.6161	0.40255	0.93079	0.10607	0.75718
GNAQ	4	-0.03205	-0.15886	0.86948	0.99121	0.87378	0.98277	-0.068509	-0.33955	0.73041	0.98372	0.7342	0.9164
ZKSCAN8	4	0.1004	0.63373	0.58522	0.96518	0.52626	0.953	0.092558	0.58382	0.70963	0.98372	0.55934	0.85492
FAM110D	4	0.11199	0.74551	0.54097	0.95726	0.45596	0.95209	0.24836	1.6536	0.2671	0.86659	0.098203	0.75718
MAGEA9B	4	-0.22756	-0.95103	0.28336	0.87431	0.34159	0.95209	-0.039175	-0.16385	0.82732	0.99267	0.86985	0.96106
SLC25A52	4	0.079845	0.44905	0.6694	0.97443	0.6534	0.95765	0.074355	0.41813	0.77252	0.98748	0.67585	0.89341
DIRAS3	4	-0.097704	-0.81908	0.62018	0.96918	0.41274	0.95209	-0.089103	-0.74633	0.66299	0.98028	0.45547	0.82137
ACP6	4	-0.20953	-0.87781	0.31623	0.89138	0.38005	0.95209	-0.32958	-1.3783	0.17661	0.768	0.1681	0.75718
DTNB	4	-0.11516	-0.49392	0.56469	0.96113	0.62136	0.95408	-0.1387	-0.59379	0.52058	0.95969	0.55265	0.85235
MXD4	4	0.099873	0.52456	0.58756	0.96518	0.59989	0.953	0.28278	1.4897	0.20271	0.80394	0.13629	0.75718
C6orf7	4	0.16907	1.2608	0.35342	0.91457	0.20737	0.95209	-0.0049158	-0.036538	0.94456	0.99892	0.97085	0.99331
ATP2C1	4	0.012948	0.094002	0.94302	0.99564	0.92511	0.99142	-0.24285	-1.761	0.29788	0.88415	0.078243	0.75718
TRPM3	4	-0.18744	-1.1965	0.36446	0.91717	0.23148	0.95209	-0.1246	-0.79561	0.55837	0.96267	0.42626	0.81476
controlguide437	1	-0.11335	-0.19733	0.76074	0.98621	0.84357	0.98029	0.45133	0.7857	0.26626	0.86614	0.43204	0.81687
TACR1	4	0.033126	0.21794	0.85854	0.99121	0.82748	0.9789	0.14938	0.98365	0.52327	0.95969	0.32529	0.78331
CELF3	4	0.21831	0.85718	0.22758	0.83798	0.39134	0.95209	0.075674	0.29655	0.7678	0.98665	0.76681	0.92754
NBPF6	4	-0.13442	-0.81902	0.50283	0.94921	0.41278	0.95209	-0.0013682	-0.0083372	0.95749	0.99892	0.99335	0.99799
TOP3B	4	0.22108	0.9783	0.22161	0.83091	0.32792	0.95209	0.30181	1.3358	0.17298	0.76266	0.18162	0.75718
IL17B	4	0.028961	0.13947	0.87589	0.99121	0.88908	0.9851	0.20659	0.99523	0.36108	0.91449	0.31963	0.78174
RAB5C	4	-0.38459	-1.136	0.09999	0.64736	0.25596	0.95209	-0.14022	-0.41568	0.51556	0.95868	0.67765	0.89356
MTRNR2L5	4	-0.11344	-0.4948	0.56976	0.96166	0.62074	0.95408	-0.12829	-0.55935	0.54838	0.96071	0.57592	0.8607
ANK2	4	0.19595	0.83899	0.27859	0.87179	0.40148	0.95209	0.017105	0.072999	0.97584	0.99964	0.94181	0.98281
C11orf68	4	0.26836	1.0117	0.13544	0.729	0.31168	0.95209	0.44508	1.6785	0.043357	0.43841	0.093243	0.75718
HMGCS2	4	0.079483	0.21099	0.67025	0.97443	0.83289	0.9789	0.011293	0.029909	0.99771	0.9999	0.97614	0.99456
TBC1D23	4	-0.016354	-0.098561	0.93268	0.99564	0.92149	0.99142	0.068557	0.41319	0.79221	0.98994	0.67946	0.89433
ABCC3	4	0.094676	0.7441	0.6076	0.96614	0.45682	0.95209	0.16134	1.2681	0.48747	0.95047	0.20477	0.76078
CST3	4	0.20594	0.60651	0.25542	0.85874	0.54417	0.953	0.4961	1.466	0.024811	0.32721	0.14265	0.75718
LYL1	4	-0.25167	-1.3994	0.24199	0.84909	0.1617	0.95209	0.037649	0.21075	0.90299	0.9983	0.83309	0.94897
controlguide797	1	0.46506	0.76116	0.18069	0.79576	0.44656	0.95209	0.16103	0.26356	0.71306	0.98372	0.79212	0.93574
CXCL5	4	-0.04211	-0.22525	0.82831	0.99079	0.82178	0.97863	-0.26616	-1.4194	0.26074	0.86066	0.15579	0.75718
KCNK17	4	-0.22691	-1.0712	0.28446	0.87431	0.2841	0.95209	0.15513	0.73325	0.50661	0.95795	0.4634	0.82414
HEPACAM	4	0.032257	0.18803	0.86247	0.99121	0.85085	0.98162	0.15399	0.89812	0.50965	0.95868	0.36912	0.79752
TMEM55B	4	-0.014546	-0.092072	0.93979	0.99564	0.92664	0.99142	0.21213	1.3438	0.3474	0.90954	0.17901	0.75718
NTNG2	4	0.31532	1.5378	0.07856	0.58562	0.12409	0.95209	0.16632	0.80839	0.47226	0.94736	0.41887	0.81311
HS6ST1	4	-0.040476	-0.18323	0.83547	0.99121	0.85462	0.98247	0.28885	1.3113	0.19272	0.7928	0.18976	0.75718
INHA	4	-0.21806	-1.2303	0.30042	0.88059	0.21859	0.95209	0.017036	0.09648	0.97608	0.99964	0.92314	0.97681
TCF23	4	-0.025313	-0.22884	0.89474	0.99291	0.81899	0.97863	-0.041746	-0.37736	0.81936	0.99243	0.7059	0.90677
SLC52A3	4	0.14288	0.37616	0.43556	0.93584	0.7068	0.96138	0.30201	0.79685	0.17288	0.76266	0.42554	0.81446
PGAM2	4	-0.25545	-1.4793	0.23658	0.84307	0.13906	0.95209	0.098425	0.57261	0.68879	0.98159	0.56691	0.85791
N4BP3	4	-0.23359	-1.5036	0.27203	0.86742	0.13268	0.95209	-0.33596	-2.1613	0.17005	0.75983	0.030669	0.74136
FGF11	4	0.05842	0.52501	0.75388	0.98589	0.59958	0.953	-0.12749	-1.145	0.55062	0.96129	0.25223	0.76583
FBXO5	4	0.12785	0.43703	0.48583	0.94713	0.66209	0.9595	0.30795	1.0551	0.16408	0.7512	0.29139	0.7715
EXOC6B	4	0.20069	0.71052	0.26735	0.86645	0.47738	0.95209	0.16185	0.57235	0.48667	0.95047	0.56709	0.85791
CSTA	4	0.036865	0.10507	0.84402	0.99121	0.91632	0.99063	0.47841	1.366	0.029883	0.36043	0.17193	0.75718
C18orf42	4	0.073774	0.5804	0.69376	0.97883	0.56164	0.953	0.25218	1.985	0.2595	0.86029	0.047143	0.75718
ADRB1	4	0.085188	0.50894	0.64504	0.9713	0.61079	0.953	0.035041	0.20893	0.91209	0.9983	0.8345	0.94964
GRN	4	-0.062417	-0.42459	0.75089	0.98551	0.67114	0.96038	-0.33525	-2.2778	0.17094	0.76028	0.022741	0.66106
GFY	4	0.18961	0.88012	0.29619	0.87983	0.3788	0.95209	0.37953	1.7619	0.084477	0.59965	0.078092	0.75718
OBP2A	4	-0.050211	-0.1938	0.79738	0.99079	0.84634	0.98071	0.26681	1.0315	0.23145	0.83711	0.30229	0.77492
TOPORS	4	0.071184	0.56495	0.70416	0.98034	0.5721	0.953	-0.092553	-0.73438	0.65289	0.97922	0.46272	0.8239
AP2A1	4	-0.13629	-0.49417	0.49652	0.94779	0.62119	0.95408	0.052493	0.1906	0.85377	0.99571	0.84884	0.95483
PGLYRP4	4	0.26962	0.98965	0.13291	0.72263	0.32234	0.95209	0.033894	0.12421	0.91602	0.9983	0.90115	0.97272
PP2D1	4	0.22788	0.59805	0.20734	0.81772	0.54981	0.953	0.54505	1.4322	0.013922	0.23217	0.15207	0.75718
SPEG	4	0.17156	0.67178	0.34651	0.91242	0.50173	0.95281	0.094679	0.37015	0.70192	0.98372	0.71127	0.90941
ASIC5	4	0.33289	0.93622	0.063494	0.53186	0.34916	0.95209	0.5215	1.4683	0.018347	0.27558	0.14201	0.75718
VWCE	4	0.39815	1.2927	0.027645	0.3411	0.19612	0.95209	0.30442	0.9876	0.16995	0.75978	0.32335	0.78316
ZNF273	4	0.16442	0.67369	0.36699	0.91796	0.50051	0.95281	0.40227	1.6538	0.066577	0.53389	0.098171	0.75718
C10orf55	4	-0.026243	-0.099633	0.89166	0.99291	0.92064	0.99142	-0.19284	-0.7225	0.39464	0.92668	0.46998	0.8254
CYFIP1	4	0.079323	0.52374	0.67069	0.97443	0.60046	0.953	0.018244	0.12037	0.97191	0.99923	0.90419	0.97377
CCDC61	4	-0.13831	-0.9829	0.491	0.94713	0.32566	0.95209	-0.12247	-0.8701	0.56384	0.96298	0.38424	0.8026
GOLT1A	4	-0.014435	-0.086925	0.94014	0.99564	0.93073	0.99142	0.054058	0.32553	0.8476	0.99527	0.74478	0.92054
WARS	4	-0.11471	-0.54554	0.56583	0.96113	0.58538	0.953	-0.095207	-0.45243	0.64454	0.97782	0.65096	0.885
SNAP25	4	0.028337	0.19721	0.87813	0.99121	0.84366	0.98029	0.039272	0.27323	0.89703	0.99713	0.78468	0.93372
PPP1R21	4	-0.20999	-1.3444	0.31523	0.88995	0.17883	0.95209	-0.29335	-1.8775	0.22116	0.82646	0.060454	0.75718
DDTL	4	-0.19401	-0.52251	0.34964	0.9136	0.60132	0.953	-0.16636	-0.44795	0.45356	0.94484	0.65419	0.8867
SLCO4A1	4	0.068491	0.32273	0.71385	0.98135	0.7469	0.96707	0.068934	0.32472	0.79072	0.98994	0.74539	0.92068
TFAP2C	4	0.02482	0.16104	0.89345	0.99291	0.87206	0.98277	-0.062625	-0.4063	0.75	0.98514	0.68452	0.8964
FOXN4	4	0.037127	0.15755	0.84293	0.99121	0.87481	0.98277	0.37272	1.5843	0.091637	0.62179	0.11314	0.75718
HPCAL4	4	0.037247	0.38203	0.84258	0.99121	0.70244	0.96074	-0.11357	-1.1638	0.59074	0.96984	0.24451	0.76466
POMT1	4	-0.33688	-1.5353	0.13678	0.73101	0.12471	0.95209	0.083599	0.38368	0.73906	0.98514	0.70121	0.9046
controlguide476	1	0.0991	0.26707	0.79356	0.99027	0.78942	0.9728	0.30753	0.82877	0.44764	0.94272	0.40724	0.80876
RBBP9	4	0.016351	0.081791	0.93019	0.99553	0.93481	0.9917	-0.12061	-0.60128	0.56881	0.96432	0.54765	0.85032
RAB6C	4	0.08627	0.54068	0.64091	0.9713	0.58873	0.953	0.097899	0.61343	0.69048	0.98232	0.53959	0.84718
PCDHA13	4	0.0024773	0.012917	0.98991	0.99855	0.98969	0.99932	-0.064636	-0.33587	0.74254	0.98514	0.73697	0.91771
CBLC	4	-0.016176	-0.08232	0.93362	0.99564	0.93439	0.9917	0.23841	1.2134	0.28878	0.87739	0.22498	0.76342
XRCC6BP1	4	-0.064744	-0.52813	0.74259	0.98289	0.59741	0.953	-0.035075	-0.28611	0.84089	0.99366	0.77479	0.93091
CD48	4	0.11982	1.0911	0.51213	0.95138	0.27521	0.95209	-0.073685	-0.66966	0.71321	0.98372	0.50308	0.83552
MMAB	4	0.20842	1.1574	0.2496	0.85353	0.2471	0.95209	0.1867	1.0367	0.41602	0.93422	0.29989	0.77467
MTHFS	4	0.14667	0.84402	0.42189	0.9332	0.39866	0.95209	-0.17154	-0.96913	0.44193	0.94103	0.33248	0.78752
C22orf39	4	0.0049759	0.02011	0.97912	0.99802	0.98396	0.99846	0.059174	0.23919	0.82752	0.99267	0.81096	0.94162
